episode,p99_latency,throughput,gpu_utilization
205,27.483603934463282,4.0754911874085815,0.0
206,28.028794303898714,4.272652998126761,0.0
207,28.00390972620857,4.278942980352672,0.0
208,29.94698924404033,4.0754911874085815,0.0
209,27.875572429122677,4.046142917217799,0.0
210,28.011636280073102,4.11684137543823,0.0
211,27.87992949915448,4.188634682865466,0.0
212,27.902373484298323,4.185608086063362,0.0
213,27.316441719418187,4.046141066955172,0.0
214,27.897289771000306,4.188634682865466,0.0
215,28.00635031875487,4.11684137543823,0.0
216,27.67605433824473,4.138958093172666,0.0
217,27.677373157468832,4.290434504427641,0.0
218,27.678607228721095,4.113936418874917,0.0
219,29.47764691522798,4.200349447801387,0.0
220,27.985086460602844,4.11684137543823,0.0
221,27.42636121707844,4.046142917217799,0.0
222,27.426334154594223,4.046142917217799,0.0
223,27.67605433824473,4.088932433745723,0.0
224,28.00390972620857,4.059095447780947,0.0
225,28.01090186160109,4.065105880620949,0.0
226,27.286917250698878,4.068082574172069,0.0
227,27.897289667111966,4.059095447780947,0.0
228,27.87825161506026,4.195814334845072,0.0
229,27.67635489030121,4.214786989908538,0.0
230,27.37708037466202,4.0754911874085815,0.0
231,27.078242612263896,4.085182331820328,0.0
232,27.87718942353048,4.179588034152977,0.0
233,27.191470150757212,4.046141066955172,0.0
234,28.028794303898714,4.164323301144366,0.0
235,28.025173688248934,4.046141066955172,0.0
236,26.645666223093794,4.249338559917262,0.0
237,27.87978533928935,4.200349447801387,0.0
238,28.00390972620857,4.080521842099485,0.0
239,28.01929313270938,4.056715459000889,0.0
240,27.900910386650086,4.113936418874917,0.0
241,28.025173688248934,4.196112691790372,0.0
242,27.902373484298323,4.249338559917262,0.0
243,28.025173584360594,4.195814334845072,0.0
244,27.677474410610465,4.046142917217799,0.0
245,27.67748770841184,4.309936996932657,0.0
246,27.677158371022852,4.176711078275682,0.0
247,28.028794303898714,4.059095447780947,0.0
248,27.992078492107026,4.249338559917262,0.0
249,27.900910386650086,4.088932433745723,0.0
250,27.894610585062722,4.11684137543823,0.0
251,27.87992949915448,4.113936418874917,0.0
252,27.700075853420817,4.28621932258643,0.0
253,27.696930945434907,4.0754911874085815,0.0
254,27.084124543064206,4.272652998126761,0.0
255,29.91226226582333,4.080521842099485,0.0
256,27.875787215568657,4.186273412173702,0.0
257,27.89875286864854,4.092347710237828,0.0
258,27.42433258542966,4.252179052451397,0.0
259,27.805032417774335,4.046141066955172,0.0
260,27.721180736751048,4.214769781038733,0.0
261,27.696455133882697,4.058867803010678,0.0
262,29.89230788381008,4.099556812368916,0.0
263,30.250748833138275,4.080521842099485,0.0
264,28.03548055552772,4.220640602937156,0.0
265,26.834147784201008,4.167148344520028,0.0
266,28.01452247725087,4.288119925360583,0.0
267,27.674052769080166,4.235493233038654,0.0
268,29.888676983214843,4.176711078275682,0.0
269,27.894610585062722,4.046141066955172,0.0
270,28.01452247725087,4.2767107197597305,0.0
271,26.636903550336193,4.058867803010678,0.0
272,27.874510237592897,4.093432161549539,0.0
273,27.900910386650086,4.179588034152977,0.0
274,28.01090186160109,4.0754911874085815,0.0
275,27.897289667111966,4.186273412173702,0.0
276,28.01452247725087,4.246768840600345,0.0
277,27.286917250698878,4.11684137543823,0.0
278,30.281908849346873,4.046141066955172,0.0
279,27.875787215568657,4.228123922934191,0.0
280,28.025173688248934,4.282241204222049,0.0
281,27.44647634331239,4.196112691790372,0.0
282,27.8982312007125,4.17686635026751,0.0
283,28.025173584360594,4.093432161549539,0.0
284,27.8797147127085,4.046142917217799,0.0
285,28.006452002706776,4.065105880620949,0.0
286,27.677228997603702,4.375106071739064,0.0
287,26.96934934460501,4.058867803010678,0.0
288,27.171369803287387,4.167148344520028,0.0
289,28.01452247725087,4.080521842099485,0.0
290,27.696455237771033,4.065105880620949,0.0
291,27.87992949915448,4.176711078275682,0.0
292,27.923747061520544,4.076323017638503,0.0
293,27.696196526962897,4.0754911874085815,0.0
294,27.875643055703527,4.195814334845072,0.0
295,27.107845506183814,4.200349447801387,0.0
296,28.00751423167629,4.049091894025671,0.0
297,28.01090175771275,4.0754911874085815,0.0
298,28.025173688248934,4.083521163613629,0.0
299,27.895345003534732,4.113936418874917,0.0
300,26.781904880889947,4.046142917217799,0.0
301,27.87718942353048,4.095364448195817,0.0
302,27.875787215568657,4.11684137543823,0.0
303,28.01090186160109,4.059095447780947,0.0
304,26.84012729568009,4.092347710237828,0.0
305,27.676340111537083,4.058867803010678,0.0
306,27.48161367358467,4.065105880620949,0.0
307,26.78187781840573,4.059095447780947,0.0
308,27.875787215568657,4.092347710237828,0.0
309,27.67743256936212,4.046141066955172,0.0
310,26.644836573769876,4.085182331820328,0.0
311,27.897289771000306,4.088932433745723,0.0
312,28.025173688248934,4.1887639404228985,0.0
313,27.082092440937252,4.058867803010678,0.0
314,27.503746123181447,4.080521842099485,0.0
315,27.678607228721095,4.093527811303166,0.0
316,27.907731836822283,4.065105880620949,0.0
317,27.67748770841184,4.046142917217799,0.0
318,28.025173688248934,4.093527811303166,0.0
319,27.874510237592897,4.053755371226226,0.0
320,28.025173688248934,4.083521163613629,0.0
321,27.294309269821408,4.080521842099485,0.0
322,27.874468396344554,4.179302972878825,0.0
323,28.031882928363498,4.113936418874917,0.0
324,27.87718942353048,4.220640602937156,0.0
325,27.87992949915448,4.046142917217799,0.0
326,28.00390983009691,4.053755371226226,0.0
327,28.01090186160109,4.046142917217799,0.0
328,28.01090186160109,4.065105880620949,0.0
329,27.291772922197488,4.080521842099485,0.0
330,27.911747139741394,4.185608086063362,0.0
331,27.451361958931905,4.200349447801387,0.0
332,27.87832224164111,4.093527811303166,0.0
333,27.67605433824473,4.046141066955172,0.0
334,28.01452247725087,4.093432161549539,0.0
335,27.383228914237822,4.246723774211365,0.0
336,29.89230788381008,4.059095447780947,0.0
337,27.084124543064206,4.2020901283107905,0.0
338,27.87846640150624,4.138958093172666,0.0
339,27.166801353536513,4.188634682865466,0.0
340,30.250748833138275,4.255436130198334,0.0
341,26.644836573769876,4.0754911874085815,0.0
342,26.636903550336193,4.080521842099485,0.0
343,26.96933803631906,4.196112691790372,0.0
344,28.00464424856892,4.179588034152977,0.0
345,27.19078819953568,4.337301512827928,0.0
346,27.674322788174255,4.085182331820328,0.0
347,27.87978533928935,4.068082574172069,0.0
348,27.875572429122677,4.0754911874085815,0.0
349,26.652086341425132,4.246768840600345,0.0
350,27.985086460602844,4.053755371226226,0.0
351,28.00753044574669,4.209138840976867,0.0
352,28.00635031875487,4.176711078275682,0.0
353,28.00390983009691,4.095136146948376,0.0
354,27.8797147127085,4.076323017638503,0.0
355,27.449330714042635,4.11684137543823,0.0
356,27.875572429122677,4.065105880620949,0.0
357,27.9240620991225,4.080521842099485,0.0
358,28.028794303898714,4.058867803010678,0.0
359,27.894610585062722,4.184143380332031,0.0
360,29.322010656805883,4.053755371226226,0.0
361,27.89875286864854,4.176711078275682,0.0
362,27.87846640150624,4.061835364511464,0.0
363,27.87978533928935,4.176711078275682,0.0
364,28.011636280073102,4.099556812368916,0.0
365,27.874495458828772,4.085182331820328,0.0
366,26.837157597868313,4.076323017638503,0.0
367,27.171369803287387,4.088932433745723,0.0
368,27.87978533928935,4.167148344520028,0.0
369,27.451334896447687,4.167148344520028,0.0
370,28.028794303898714,4.113936418874917,0.0
371,28.028794303898714,4.178220403962752,0.0
372,27.696196526962897,4.076323017638503,0.0
373,28.028794303898714,4.200349447801387,0.0
374,28.00390983009691,4.228123922934191,0.0
375,27.8982312007125,4.085182331820328,0.0
376,27.67743256936212,4.164323301144366,0.0
377,27.677474410610465,4.088932433745723,0.0
378,27.185814319318855,4.085182331820328,0.0
379,27.992078492107026,4.099556812368916,0.0
380,28.01452247725087,4.28621932258643,0.0
381,27.885693963183847,4.058867803010678,0.0
382,27.992078492107026,4.085182331820328,0.0
383,28.025173688248934,4.186273412173702,0.0
384,27.984942300737714,4.113936418874917,0.0
385,28.028794303898714,4.244504792222126,0.0
386,28.01452247725087,4.2767107197597305,0.0
387,28.028794303898714,4.209410233788648,0.0
388,27.297474190058995,4.0754911874085815,0.0
389,27.87978533928935,4.113936418874917,0.0
390,29.89230788381008,4.095364448195817,0.0
391,27.87992949915448,4.188634682865466,0.0
392,27.87846640150624,4.062063342288778,0.0
393,27.8982312007125,4.085182331820328,0.0
394,27.67605433824473,4.092347710237828,0.0
395,27.89875286864854,4.059095447780947,0.0
396,27.87978533928935,4.0754911874085815,0.0
397,27.900910386650086,4.080521842099485,0.0
398,27.29429534829497,4.085182331820328,0.0
399,27.87718942353048,4.164323301144366,0.0
400,27.424343893715612,4.046141066955172,0.0
401,27.985086460602844,4.085182331820328,0.0
402,27.676340111537083,4.164323301144366,0.0
403,27.8797147127085,4.176711078275682,0.0
404,28.01090175771275,4.058867803010678,0.0
405,26.638278201360777,4.2020901283107905,0.0
406,27.191892232313805,4.056715459000889,0.0
407,29.797628771953722,4.179302972878825,0.0
408,27.674322788174255,4.046141066955172,0.0
409,29.902695381965483,4.085182331820328,0.0
410,29.888676983214843,4.092347710237828,0.0
411,27.894610585062722,4.18244932299894,0.0
412,28.14402168311932,4.065105880620949,0.0
413,27.676313049052865,4.046142917217799,0.0
414,27.294297961535456,4.11684137543823,0.0
415,26.99148179420179,4.167148344520028,0.0
416,27.677228997603702,4.056715459000889,0.0
417,27.87978533928935,4.184143380332031,0.0
418,27.8982312007125,4.080521842099485,0.0
419,27.87992949915448,4.061835364511464,0.0
420,27.985086460602844,4.058867803010678,0.0
421,27.426375995842566,4.0754911874085815,0.0
422,28.025173688248934,4.184143380332031,0.0
423,27.079556093313332,4.214786989908538,0.0
424,27.894610481174382,4.246723774211365,0.0
425,27.678751388586225,4.076323017638503,0.0
426,27.87846640150624,4.053755371226226,0.0
427,28.00464424856892,4.0754911874085815,0.0
428,28.025173688248934,4.138958093172666,0.0
429,27.08410976430008,4.080521842099485,0.0
430,27.87846640150624,4.167148344520028,0.0
431,27.875572429122677,4.092347710237828,0.0
432,28.01090186160109,4.366963343110225,0.0
433,29.89230788381008,4.176711078275682,0.0
434,26.857568295143444,4.049091894025671,0.0
435,27.380052685714286,4.164323301144366,0.0
436,27.875643055703527,4.176711078275682,0.0
437,28.025173688248934,4.093432161549539,0.0
438,27.89875286864854,4.080521842099485,0.0
439,27.67544230848351,4.185608086063362,0.0
440,30.254450566328458,4.076323017638503,0.0
441,27.085401521039966,4.065105880620949,0.0
442,27.87846640150624,4.093527811303166,0.0
443,27.676096179493072,4.056715459000889,0.0
444,27.69757475808029,4.167148344520028,0.0
445,27.991934332241897,4.076323017638503,0.0
446,27.992078492107026,4.303149654630825,0.0
447,27.894610585062722,4.068082574172069,0.0
448,27.87718942353048,4.056715459000889,0.0
449,27.678536602140245,4.059095447780947,0.0
450,27.427652973818326,4.113936418874917,0.0
451,28.01452247725087,4.076323017638503,0.0
452,28.028794303898714,4.209410233788648,0.0
453,26.64072550141757,4.080521842099485,0.0
454,27.188784017130633,4.188634682865466,0.0
455,27.87825161506026,4.058867803010678,0.0
456,26.65098230864701,4.092347710237828,0.0
457,27.45243892922581,4.288119925360583,0.0
458,28.01090186160109,4.314011839950564,0.0
459,27.92088814741464,4.085182331820328,0.0
460,26.83760486958261,4.11684137543823,0.0
461,26.972443638261744,4.17686635026751,0.0
462,27.87825161506026,4.0754911874085815,0.0
463,27.191962858894655,4.085182331820328,0.0
464,28.01090186160109,4.0754911874085815,0.0
465,28.01452247725087,4.046142917217799,0.0
466,27.875643055703527,4.053755371226226,0.0
467,27.875787215568657,4.076323017638503,0.0
468,27.674052769080166,4.053755371226226,0.0
469,28.01090186160109,4.209410233788648,0.0
470,26.63654976660972,4.167447128637499,0.0
471,27.87992949915448,4.180009031299507,0.0
472,27.992078492107026,4.189301829689024,0.0
473,29.888676983214843,4.053755371226226,0.0
474,27.678536602140245,4.167148344520028,0.0
475,27.29740356347814,4.099556812368916,0.0
476,27.944158754239393,4.186273412173702,0.0
477,27.676340111537083,4.249338559917262,0.0
478,27.292025454943484,4.062063342288778,0.0
479,27.383373074102952,4.059095447780947,0.0
480,27.261066763291872,4.176711078275682,0.0
481,28.01090175771275,4.113936418874917,0.0
482,27.87992949915448,4.093527811303166,0.0
483,27.67743256936212,4.059095447780947,0.0
484,27.678536602140245,4.11684137543823,0.0
485,28.025173688248934,4.092347710237828,0.0
486,27.984942300737714,4.085182331820328,0.0
487,27.676081400728947,4.0754911874085815,0.0
488,27.87978533928935,4.065105880620949,0.0
489,29.901808519919857,4.093527811303166,0.0
490,27.875572429122677,4.096450499149393,0.0
491,27.191892232313805,4.058867803010678,0.0
492,29.904141708778667,4.179302972878825,0.0
493,27.710214925713537,4.099556812368916,0.0
494,27.50736673883123,4.220640602937156,0.0
495,27.427652973818326,4.17686635026751,0.0
496,27.67635489030121,4.11684137543823,0.0
497,28.01090186160109,4.209138840976867,0.0
498,26.995102409851572,4.220640602937156,0.0
499,27.69981714261268,4.214769781038733,0.0
500,27.079556093313332,4.214769781038733,0.0
501,28.025173688248934,4.059095447780947,0.0
502,27.992078492107026,4.167148344520028,0.0
503,27.424329972189174,4.046142917217799,0.0
504,27.696196526962897,4.113936418874917,0.0
505,26.64353767468127,4.053755371226226,0.0
506,28.025908106720944,4.185608086063362,0.0
507,27.992078492107026,4.188634682865466,0.0
508,27.383228914237822,4.059095447780947,0.0
509,27.898024189472316,4.179302972878825,0.0
510,27.503746123181447,4.2020901283107905,0.0
511,27.67605433824473,4.261873408379627,0.0
512,28.01090186160109,4.179588034152977,0.0
513,27.700075853420817,4.058867803010678,0.0
514,28.01090186160109,4.092347710237828,0.0
515,27.67743256936212,4.046142917217799,0.0
516,26.773894124521593,4.186273412173702,0.0
517,27.875643055703527,4.214786989908538,0.0
518,27.16932639287448,4.053755371226226,0.0
519,28.01090186160109,4.053755371226226,0.0
520,27.677474410610465,4.080521842099485,0.0
521,27.32006233506797,4.314016290564815,0.0
522,27.984942300737714,4.076323017638503,0.0
523,29.965015312539105,4.080521842099485,0.0
524,29.908664874029345,4.056715459000889,0.0
525,27.172502621398017,4.058867803010678,0.0
526,27.084124543064206,4.058867803010678,0.0
527,27.678607228721095,4.0754911874085815,0.0
528,27.383158287656972,4.11684137543823,0.0
529,26.83760486958261,4.18244932299894,0.0
530,27.875787215568657,4.046141066955172,0.0
531,27.677474410610465,4.092347710237828,0.0
532,28.01200779367466,4.176711078275682,0.0
533,27.874468396344554,4.046141066955172,0.0
534,28.00390983009691,4.092347710237828,0.0
535,28.510820355798646,4.113936418874917,0.0
536,27.677228997603702,4.09654629001349,0.0
537,27.26405038263009,4.2020901283107905,0.0
538,27.8982312007125,4.214769781038733,0.0
539,26.643123176419795,4.167148344520028,0.0
540,26.64021245767163,4.186273412173702,0.0
541,27.87846640150624,4.0754911874085815,0.0
542,27.897289771000306,4.053755371226226,0.0
543,28.025908106720944,4.085182331820328,0.0
544,28.00635031875487,4.176711078275682,0.0
545,27.894610481174382,4.085182331820328,0.0
546,27.29629953070002,4.085182331820328,0.0
547,27.172502621398017,4.085182331820328,0.0
548,27.471477085165855,4.053755371226226,0.0
549,27.67406407736612,4.277112163733491,0.0
550,27.87846640150624,4.195814334845072,0.0
551,27.677373157468832,4.2020901283107905,0.0
552,27.678536602140245,4.053755371226226,0.0
553,28.00635031875487,4.188634682865466,0.0
554,27.874510237592897,4.080521842099485,0.0
555,29.889411401686854,4.184143380332031,0.0
556,27.87846640150624,4.058867803010678,0.0
557,27.875572429122677,4.053755371226226,0.0
558,28.00390983009691,4.088932433745723,0.0
559,29.888676983214843,4.164323301144366,0.0
560,28.01452247725087,4.176711078275682,0.0
561,27.87978533928935,4.080521842099485,0.0
562,27.67406407736612,4.092347710237828,0.0
563,27.67605433824473,4.186273412173702,0.0
564,28.025173688248934,4.180009031299507,0.0
565,29.888687268160297,4.059095447780947,0.0
566,27.92320956854239,4.076323017638503,0.0
567,28.00390983009691,4.167447128637499,0.0
568,29.797628771953722,4.243745063230657,0.0
569,28.025173688248934,4.053755371226226,0.0
570,28.00464424856892,4.080521842099485,0.0
571,28.01090175771275,4.059095447780947,0.0
572,27.483603934463282,4.184143380332031,0.0
573,27.696455133882697,4.058867803010678,0.0
574,27.89875286864854,4.164323301144366,0.0
575,27.700075853420817,4.167148344520028,0.0
576,27.67406407736612,4.093527811303166,0.0
577,27.67605433824473,4.088932433745723,0.0
578,27.382081317363067,4.058867803010678,0.0
579,28.01452247725087,4.046141066955172,0.0
580,30.27999534803397,4.058867803010678,0.0
581,27.402930862069027,4.065105880620949,0.0
582,26.995102409851572,4.056715459000889,0.0
583,27.19078819953568,4.314016290564815,0.0
584,27.676081400728947,4.184143380332031,0.0
585,26.783196637629832,4.058867803010678,0.0
586,27.875787215568657,4.046141066955172,0.0
587,28.00753044574669,4.080521842099485,0.0
588,27.696196526962897,4.0754911874085815,0.0
589,27.427438187372346,4.053755371226226,0.0
590,27.294297961535456,4.337474712498888,0.0
591,29.889421686632307,4.205270895227618,0.0
592,27.71178795392137,4.080521842099485,0.0
593,29.918138782220076,4.189301829689024,0.0
594,27.678607228721095,4.085182331820328,0.0
595,27.875643055703527,4.0754911874085815,0.0
596,28.01452247725087,4.080521842099485,0.0
597,27.875787215568657,4.076323017638503,0.0
598,27.87825161506026,4.083521163613629,0.0
599,27.67405015583968,4.068082574172069,0.0
600,27.67741708183099,4.167148344520028,0.0
601,27.67635489030121,4.189301829689024,0.0
602,27.87846640150624,4.049091894025671,0.0
603,27.992078492107026,4.2020901283107905,0.0
604,27.677474410610465,4.2979753589078555,0.0
605,27.67748770841184,4.138958093172666,0.0
606,27.676313049052865,4.281007511221164,0.0
607,28.00753044574669,4.0754911874085815,0.0
608,26.63901210406749,4.093432161549539,0.0
609,28.028794303898714,4.085182331820328,0.0
610,29.237847007413773,4.080521842099485,0.0
611,27.984942300737714,4.179302972878825,0.0
612,27.894610585062722,4.188634682865466,0.0
613,27.8982312007125,4.179588034152977,0.0
614,27.992078492107026,4.11684137543823,0.0
615,27.875572429122677,4.046142917217799,0.0
616,27.6983091765523,4.196112691790372,0.0
617,27.902373484298323,4.113936418874917,0.0
618,29.888676983214843,4.176711078275682,0.0
619,28.025173688248934,4.076323017638503,0.0
620,27.984871674156864,4.046141066955172,0.0
621,27.08410976430008,4.085182331820328,0.0
622,27.985086460602844,4.046141066955172,0.0
623,27.8797147127085,4.289528777590063,0.0
624,27.674322788174255,4.046141066955172,0.0
625,27.677474410610465,4.085182331820328,0.0
626,27.451334896447687,4.179302972878825,0.0
627,27.8797147127085,4.099556812368916,0.0
628,27.427652973818326,4.092347710237828,0.0
629,27.87992949915448,4.093527811303166,0.0
630,27.993216876716325,4.301691222683469,0.0
631,27.875643055703527,4.195814334845072,0.0
