epoch,loss,runtime_error,memory_error
45,0.1907278299331665,1.2816373109817505,5.28504490852356
46,0.30165137350559235,0.7650172710418701,6.711950302124023
47,0.1489403285086155,0.8091450035572052,4.897790908813477
48,0.14722835645079613,0.4444172978401184,6.666189908981323
49,0.13555653393268585,0.5726416707038879,5.730019807815552
50,0.27380692958831787,0.7347665727138519,4.598835706710815
1,0.3842622935771942,3.3692800998687744,9.58019733428955
2,0.37468934059143066,5.99951171875,8.356144905090332
3,0.31476521492004395,2.6113154888153076,13.215987205505371
4,0.3784732222557068,0.6280612349510193,17.62090492248535
5,0.25631096959114075,2.600766658782959,8.303306579589844
6,0.36150795221328735,1.0906898975372314,16.706586837768555
7,0.2674856185913086,2.6694223880767822,6.820164203643799
8,0.3432404100894928,1.3676429986953735,16.339128494262695
9,0.21954382956027985,2.1131954193115234,8.151817321777344
10,0.39641064405441284,1.4077175855636597,16.810264587402344
11,0.3056977093219757,2.846994638442993,4.665966987609863
12,0.3909964859485626,3.685555934906006,24.848186492919922
13,0.2358546257019043,2.5337202548980713,6.579555034637451
14,0.40318089723587036,3.5768253803253174,25.117403030395508
15,0.3786698877811432,3.2983596324920654,8.482891082763672
16,0.3907114863395691,3.378249406814575,25.567554473876953
17,0.20692504942417145,2.649643659591675,3.5883238315582275
18,0.22616232931613922,1.618207335472107,12.527182579040527
19,0.2495056688785553,2.7767364978790283,6.604101181030273
20,0.23625075817108154,1.4769515991210938,13.208206176757812
21,0.2532133460044861,2.684973955154419,8.202417373657227
22,0.21768945455551147,1.0937681198120117,13.279668807983398
23,0.39495959877967834,2.560343027114868,14.976259231567383
24,0.16903521120548248,3.181386947631836,7.346664905548096
25,0.2577718496322632,2.2414608001708984,20.90988540649414
26,0.13173051178455353,2.883073091506958,3.5808732509613037
27,0.25889766216278076,3.045555353164673,16.793319702148438
28,0.14573876559734344,1.0513572692871094,10.344432830810547
29,0.25487419962882996,1.7196773290634155,13.264464378356934
30,0.5380163788795471,4.235230922698975,32.06340408325195
31,0.4836040139198303,2.7858383655548096,15.909236907958984
32,0.47015252709388733,3.546517848968506,30.13051986694336
33,0.45169657468795776,2.60103178024292,16.476886749267578
34,0.4975525736808777,3.678480863571167,31.58792495727539
35,0.42770254611968994,2.399662971496582,16.323266983032227
36,0.4670882225036621,3.3819119930267334,31.428422927856445
37,0.40956178307533264,2.222233533859253,16.55197525024414
38,0.4596647024154663,3.1178488731384277,31.2280330657959
39,0.3799946904182434,2.123847723007202,15.965737342834473
40,0.45488137006759644,3.20389986038208,31.113252639770508
41,0.3376692533493042,2.011861801147461,15.192745208740234
42,0.47662198543548584,3.271679639816284,32.08706283569336
43,0.3312080204486847,2.0423178672790527,15.110296249389648
44,0.46356838941574097,3.212477445602417,31.63606071472168
45,0.29594936966896057,1.9342864751815796,14.277519226074219
46,0.494780033826828,3.3638041019439697,32.912662506103516
47,0.2874722480773926,1.8910471200942993,14.144906044006348
48,0.4724448621273041,3.3337862491607666,31.899606704711914
49,0.28412091732025146,1.8303803205490112,13.916439056396484
50,0.4808531701564789,3.3723762035369873,32.45634460449219
51,0.2746168375015259,1.818975806236267,13.592199325561523
52,0.4808308780193329,3.3712539672851562,32.31497573852539
53,0.2534867823123932,1.7684556245803833,13.449434280395508
54,0.4404304623603821,3.1897432804107666,30.51192855834961
55,0.24771951138973236,1.7218375205993652,13.28643798828125
56,0.44733214378356934,3.2391841411590576,30.521181106567383
57,0.24729403853416443,1.7245155572891235,13.291287422180176
58,0.3563179075717926,2.8148555755615234,26.04815673828125
59,0.3326151967048645,2.05920672416687,15.011613845825195
60,0.27726176381111145,2.3234288692474365,22.237722396850586
61,0.3416983485221863,2.052746057510376,15.391310691833496
62,0.2926084101200104,2.3989312648773193,22.893705368041992
63,0.2869202494621277,1.9359930753707886,14.385337829589844
64,0.33223605155944824,2.683030605316162,25.243425369262695
65,0.26747721433639526,1.8347405195236206,13.737955093383789
66,0.34907859563827515,2.717043399810791,25.802940368652344
67,0.26996350288391113,1.8113186359405518,13.769515991210938
68,0.3443795442581177,2.7060234546661377,25.545425415039062
69,0.2352622002363205,1.7029497623443604,12.973389625549316
70,0.3497154712677002,2.6916494369506836,25.92508888244629
71,0.2286837100982666,1.6726983785629272,12.783214569091797
72,0.3509572446346283,2.724431037902832,26.1777286529541
73,0.2290664166212082,1.675275444984436,12.709787368774414
74,0.29348668456077576,2.4579455852508545,23.2678165435791
75,0.2737732529640198,1.851562261581421,14.044835090637207
76,0.2736865282058716,2.4038798809051514,22.041168212890625
77,0.25399017333984375,1.8210623264312744,13.63306999206543
78,0.27321359515190125,2.341792583465576,21.988264083862305
79,0.25880828499794006,1.7995164394378662,13.643197059631348
80,0.2574615180492401,2.259826421737671,21.206523895263672
81,0.23872892558574677,1.729714274406433,13.284130096435547
82,0.2783876955509186,2.3486289978027344,22.470903396606445
83,0.22984185814857483,1.6820316314697266,13.00062084197998
84,0.25074294209480286,2.272956132888794,20.93474578857422
85,0.20155921578407288,1.6248728036880493,12.350103378295898
86,0.20107653737068176,1.937701940536499,17.71955108642578
87,0.07163577526807785,0.7779614925384521,6.588109016418457
88,0.11701367795467377,1.1898181438446045,8.996986389160156
89,0.10444009304046631,1.271852970123291,11.060860633850098
90,0.22274929285049438,1.9990184307098389,19.40926742553711
91,0.21069595217704773,1.6308684349060059,12.48415470123291
92,0.23714296519756317,2.0851845741271973,20.043485641479492
93,0.13719306886196136,1.2456618547439575,10.265620231628418
94,0.11281518638134003,1.3772634267807007,8.037936210632324
95,0.21353434026241302,1.6027401685714722,12.471521377563477
96,0.22397589683532715,2.0935730934143066,19.376022338867188
97,0.17814897000789642,1.4495960474014282,11.617589950561523
98,0.14799770712852478,1.438555121421814,8.641912460327148
99,0.16590818762779236,1.6713708639144897,15.849202156066895
